Word,Rank
just,1
fuck,2
feel,2
because,2
people,3
get,3
life,4
finals,4
long,4
anyone,4
need,5
tell,5
someone,5
right,5
i'll,6
tired,6
over,6
does,6
girl,6
hate,6
hot,6
lot,6
did,6
find,6
hair,6
