Word,Rank
guy,1
girl,2
real,2
how,3
anyone,3
orange,4
get,4
go,4
wanna,4
think,4
mermaid,4
know,5
one,5
did,5
just,5
ne,6
see,6
still,6
wind,6
treat,6
people,6
hate,6
good,6
bitch,6
down,6
