Word,Rank
guy,1
girl,2
ready,2
how,3
anyone,3
help,4
get,4
go,4
wanna,4
think,4
party,4
know,5
one,5
did,5
need,5
home,6
see,6
still,6
fuck,6
sleep,6
people,6
hate,6
time,6
bitch,6
down,6
