Word,Rank
how,1
just,2
get,2
class,3
people,4
ca,4
think,4
time,4
know,4
good,5
need,5
girl,5
someone,5
anyone,5
because,5
done,5
still,6
bitch,6
finals,6
fucking,6
love,6
use,6
friend,6
did,6
quarter,6
