Word,Rank
guy,1
final,1
say,2
ask,2
get,2
one,2
fuck,3
people,3
come,3
just,3
know,3
someone,3
friend,3
tonight,4
got,4
shit,4
real,5
girl,5
go,5
love,5
week,5
anyone,5
class,5
help,5
share,6
