Word,Rank
girl,1
just,2
get,3
want,3
guy,4
final,5
study,6
friend,6
time,7
fuck,7
think,7
ask,7
because,7
one,7
go,8
know,8
people,8
christmas,8
shit,8
school,8
see,9
good,9
ca,9
work,9
professor,9
