Word,Rank
just,1
get,2
want,3
final,4
class,4
how,5
because,5
feel,6
know,6
bad,6
time,7
still,7
good,7
finals,7
take,7
gonna,7
fuck,8
go,8
people,8
lol,8
got,8
lot,8
fucking,8
did,8
look,8
