Word,Rank
final,1
just,2
girl,3
want,3
fuck,4
tomorrow,4
know,4
people,4
anyone,4
guy,5
one,5
real,5
life,6
time,6
yak,6
around,6
gay,7
hate,7
help,7
pretty,7
new,7
come,7
wish,7
over,7
spend,7
