Word,Rank
ya,1
just,1
down,2
dabs,3
physics,3
alone,3
how,3
hit,3
through,3
semester,3
trying,3
guy,4
life,4
girl,4
know,4
hey,4
day,4
people,4
really,4
guys,4
one,4
gonna,4
school,4
ass,4
need,4
