Word,Rank
final,1
how,2
want,2
just,2
guy,3
know,3
anyone,3
girl,4
one,5
feel,6
come,6
time,7
fuck,7
get,7
day,7
someone,7
good,7
work,7
week,7
because,7
did,7
else,7
still,8
go,8
study,8
