Word,Rank
anyone,1
just,2
want,3
shit,3
u,4
know,5
ass,5
time,6
wind,6
one,6
ur,6
guy,7
girl,7
makeup,7
way,7
feel,7
people,7
work,7
campus,7
how,7
wanna,7
say,7
come,7
interest,7
ucla,7
