Word,Rank
get,1
just,2
time,2
campus,3
how,3
last,3
one,3
did,4
ucsd,5
girl,5
feel,5
because,5
life,6
fuck,6
study,6
finals,6
girls,6
think,6
proud,6
got,6
shit,6
night,6
want,6
yak,6
myself,6
