Word,Rank
just,1
guy,2
people,2
hug,2
want,2
final,2
know,3
one,3
get,4
go,4
geisel,4
ca,4
free,4
feel,5
smell,5
come,5
shit,5
make,5
look,5
ne,6
see,6
fuck,6
girl,6
smell,6
poop,6
