Word,Rank
how,1
people,2
final,3
fuck,4
study,4
girl,5
someone,5
real,5
many,6
much,6
anyone,6
guy,7
know,7
ca,7
want,7
think,7
again,8
feel,8
best,8
start,8
myself,8
sex,8
friend,8
ass,8
year,8
