Word,Rank
guy,1
girl,2
time,3
good,3
party,3
lit,3
address,4
guy,4
go,4
down,4
tonight,5
fuck,5
smoke,5
get,5
sell,5
wanna,5
want,5
right,5
yeah,5
friend,5
else,5
buy,6
give,6
weed,6
tbh,6
