Word,Rank
final,1
kitty,2
just,2
study,3
feel,4
anyone,4
go,5
one,5
fuck,6
good,6
how,6
yak,6
curve,6
ne,7
time,7
cool,7
get,7
know,7
bad,7
campus,7
shit,7
take,7
did,7
quarter,7
look,7
