Word,Rank
final,1
people,2
guy,2
fuck,2
mchenry,2
girl,3
going,3
physics,3
know,3
week,3
genetics,3
does,3
see,4
time,4
being,4
fucked,4
love,4
feel,4
good,4
lot,4
how,4
guys,4
today,5
studying,5
day,5
