Word,Rank
girl,1
know,1
just,1
gonna,2
life,3
people,3
one,3
class,3
time,4
fuck,4
being,4
wanna,4
want,4
off,4
anyone,4
getting,4
because,4
around,4
need,4
guy,5
throw,5
looks,5
every,5
women,5
get,5
