Word,Rank
final,1
study,2
get,3
how,3
anyone,3
want,4
girl,5
go,6
never,6
know,7
shit,7
ne,8
fuck,8
drug,8
day,8
break,8
people,8
say,8
lol,8
page,8
first,8
life,9
feel,9
complete,9
hot,9
