Word,Rank
people,1
trump,2
fuck,3
just,3
how,4
down,5
u,5
thank,5
good,6
really,6
ucla,6
got,6
feel,6
go,6
guys,6
ever,6
anyone,6
coffee,7
say,7
election,7
lose,7
else,7
power,7
get,7
someone,7
