Word,Rank
get,1
just,2
time,3
finals,4
guy,5
going,5
people,5
good,5
how,5
last,5
shit,5
does,5
see,5
cry,5
one,5
class,5
every,6
cool,6
ucd,6
lol,6
over,6
off,6
make,6
rn,6
getting,6
