Word,Rank
want,1
final,2
how,3
girls,4
go,5
ca,6
time,7
study,7
campus,7
guys,7
today,7
take,7
fuck,8
girl,8
get,8
someone,8
think,8
anyone,8
gonna,8
just,8
see,9
being,9
way,9
feel,9
everyone,9
