Word,Rank
get,1
still,2
how,2
class,2
just,2
think,3
people,4
want,4
watch,4
anybody,4
trying,4
look,4
af,5
mood,5
porn,5
go,5
know,5
d,5
good,5
work,5
cuddle,5
wanna,5
guys,5
yak,5
off,5
