Word,Rank
anyone,1
final,2
how,3
know,4
did,4
ne,5
just,5
someone,6
want,6
guy,7
get,8
think,8
scantron,8
tomorrow,8
feel,9
tell,9
sell,9
got,9
help,9
taken,10
time,10
thank,10
back,10
go,10
econ,10
