Word,Rank
anyone,1
go,2
just,3
get,4
class,4
sell,5
study,6
want,6
ne,7
piece,7
girl,7
people,7
how,7
yourself,7
got,7
shit,7
take,7
did,7
gonna,7
ass,7
fail,8
time,8
still,8
day,8
love,8
