Word,Rank
just,1
guy,2
people,2
cuddle,2
wet,2
final,2
dab,3
one,3
get,4
go,4
lit,4
need,4
free,4
feel,5
ready,5
memes,5
shit,5
make,5
look,5
ne,6
see,6
fuck,6
girl,6
kermit,6
shit,6
