Word,Rank
anyone,1
final,2
how,3
know,4
did,4
daddy,5
just,5
someone,6
want,6
guy,7
get,7
think,7
scantron,7
tomorrow,7
feel,8
tell,8
sell,8
got,8
help,8
taken,9
time,9
thank,9
back,9
go,9
econ,9
