Word,Rank
party,1
fuck,2
want,2
mchenry,2
anyone,2
girl,3
guy,3
people,3
feel,3
hard,3
someone,4
down,4
use,4
off,4
tonight,5
ucsc,5
how,5
around,5
president,5
time,5
banana,6
many,6
night,6
cold,6
know,6
