Word,Rank
girl,1
people,2
how,2
just,3
get,4
know,4
final,4
think,4
go,5
week,5
anyone,5
make,5
look,5
ne,6
guy,6
time,6
fuck,6
study,6
real,6
made,6
see,7
feel,7
dishonor,7
someone,7
good,7
